STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Haryana,Mewat,PMGSY-III,11,0,11,0,0,0,78.293,51.34165,77.862,42.1346,0
Haryana,Mohindergarh,PMGSY-I,20,0,20,0,0,0,199.27,79.4164,197.02,64.3346,0
Haryana,Palwal,PMGSY-I,10,0,10,0,0,0,127.435,42.2248,127.385,31.6182,0
Haryana,Panchkula,PMGSY-II,1,0,1,0,0,0,6.4,4.1956,6.4,3.9212,0
Haryana,Rewari,PMGSY-II,4,0,4,0,0,0,31.567,23.3616,30.526,18.717,0
Haryana,Rohtak,PMGSY-I,40,0,40,0,0,0,317.64,99.2378,317.72,93.2402,0
Haryana,"Yamuna Nagar",PMGSY-I,16,0,16,0,0,0,192.87,66.2875,192.87,66.1965,0
Haryana,"Yamuna Nagar",PMGSY-II,5,0,5,0,0,0,53.24,56.8816,53.24,47.2958,0
Haryana,"Yamuna Nagar",PMGSY-III,8,0,8,0,0,0,56.51,20.90174,55.211,18.5746,0
"Himachal Pradesh",Bilaspur,PMGSY-II,6,0,6,0,0,0,67.425,56.4592,66.315,57.1789,0
"Himachal Pradesh",Chamba,PMGSY-I,340,14,338,14,2,0,2036.96,886.62753,1988.918,830.5719,9.6
"Himachal Pradesh",Chamba,PMGSY-III,23,1,4,0,19,1,222.726,247.27611,63.27,89.4312,159.456
"Himachal Pradesh",Hamirpur,PMGSY-III,21,6,0,0,21,6,177.91,210.67995,8.81,30.431,169.1
"Himachal Pradesh",Kullu,PMGSY-I,250,6,246,6,4,0,1871.363,734.0279,1800.837,678.712,8.586
"Himachal Pradesh","Lahul And Spiti",PMGSY-III,10,5,0,0,10,5,114.063,156.24725,0,23.1289,114.063
"Himachal Pradesh",Mandi,PMGSY-II,20,0,19,0,1,0,229.33,186.4931,224.4,179.6874,2.43
"Himachal Pradesh",Shimla,PMGSY-I,484,8,464,8,20,0,3605.742,1335.84816,3448.185,1359.8595,112.292
"Himachal Pradesh",Shimla,PMGSY-III,49,0,1,0,48,0,571.68,551.48496,42,63.5997,529.52
"Himachal Pradesh",Sirmaur,PMGSY-II,7,0,7,0,0,0,77.03,53.3648,77.03,52.716,0
"Himachal Pradesh",Solan,PMGSY-II,9,0,9,0,0,0,71.265,52.1855,71.265,53.9967,0
"Himachal Pradesh",Una,PMGSY-I,181,23,181,23,0,0,988.735,382.4297,985.008,358.2872,0
"Himachal Pradesh",Una,PMGSY-III,19,11,0,0,19,11,159.19,243.631,0.256,22.5779,158.934
"Jammu And Kashmir",Bandipora,PMGSY-III,6,0,4,0,2,0,24.861,19.8507,19.2,15.2964,5.461
"Jammu And Kashmir",Budgam,PMGSY-I,150,4,150,3,0,1,600.65,453.9842,583.66,431.4062,0
"Jammu And Kashmir",Budgam,PMGSY-II,6,0,6,0,0,0,45.1,51.6965,42.25,36.3514,0
"Jammu And Kashmir",Doda,PMGSY-I,172,11,167,11,5,0,1656.558,1021.39496,1618.345,1007.9316,4.95
"Jammu And Kashmir",Doda,PMGSY-III,10,1,6,0,4,1,110.42,129.675,86,97.0533,24.42
"Jammu And Kashmir",Ganderbal,PMGSY-I,109,4,108,4,1,0,334.84,237.2777,308.62,211.0589,0.46
"Jammu And Kashmir",Kathua,PMGSY-II,5,2,5,2,0,0,27,26.1104,27,22.1774,0
"Jammu And Kashmir",Kishtwar,PMGSY-I,127,25,99,17,28,8,1281.54,893.67974,1107.645,738.0978,153.42
"Jammu And Kashmir",Kupwara,PMGSY-I,162,9,162,9,0,0,765.43,561.5127,744.819,522.9285,0
"Jammu And Kashmir",Poonch,PMGSY-III,3,11,0,0,3,11,86.4,202.74419,50,68.0224,36.4
"Jammu And Kashmir",Pulwama,PMGSY-I,120,0,120,0,0,0,330.63,200.9244,319.61,184.2638,0
"Jammu And Kashmir",Rajouri,PMGSY-II,9,0,8,0,1,0,49.95,50.3674,49.95,42.4168,0
"Jammu And Kashmir",Rajouri,PMGSY-III,17,4,5,1,12,3,167.95,235.0394,105.25,118.6332,62.7
"Jammu And Kashmir",Ramban,PMGSY-III,9,0,7,0,2,0,72.358,74.82583,65.305,60.2328,7.05
"Jammu And Kashmir",Reasi,PMGSY-II,5,0,5,0,0,0,36.95,47.2833,36.025,34.9349,0
"Jammu And Kashmir",Reasi,PMGSY-III,7,5,2,1,5,4,68.64,104.01261,29.75,60.2925,38.89
"Jammu And Kashmir",Samba,PMGSY-III,6,3,5,0,1,3,22.305,75.529,19.12,42.2124,3.175
"Jammu And Kashmir",Srinagar,PMGSY-III,3,0,2,0,1,0,14.55,14.9233,10.95,12.3038,3.6
Jharkhand,Chatra,PMGSY-I,376,36,376,35,0,1,1302.21,568.75223,1284.745,516.8874,0
Jharkhand,Chatra,PMGSY-II,10,0,10,0,0,0,102.992,52.67682,102.985,44.6036,0
Jharkhand,Dhanbad,PMGSY-II,5,0,5,0,0,0,39.541,18.0058,39.535,15.3543,0
Jharkhand,Dumka,PMGSY-I,452,20,452,20,0,0,1447.388,576.67061,1419.533,519.2694,0
Jharkhand,Dumka,PM-JANMAN,2,0,0,0,2,0,3.26,3.8436,1.61,0,1.65
Jharkhand,Garhwa,RCPLWEA,14,23,12,21,2,2,136.506,150.98917,124.906,92.6836,11.6
Jharkhand,Godda,PMGSY-III,17,4,0,0,17,4,157.77,113.9466,34.749,25.2842,123.021
Jharkhand,Gumla,PMGSY-I,546,36,544,36,2,0,1865.532,627.57925,1834.769,597.0424,0.1
Jharkhand,Gumla,PMGSY-II,4,2,4,2,0,0,44.75,29.5097,44.75,22.2428,0
Jharkhand,Gumla,PMGSY-III,23,6,21,0,2,6,219.8,137.51727,206.472,174.1059,9.67
Jharkhand,Hazaribagh,PMGSY-I,417,24,417,23,0,1,1448.699,533.36559,1429.078,462.0354,0
Jharkhand,Jamtara,PMGSY-III,10,0,0,0,10,0,74.08,42.23419,21.705,17.2941,52.375
Jharkhand,Koderma,PMGSY-I,78,6,78,6,0,0,398.911,143.08113,380.066,121.5654,0
Jharkhand,Latehar,PMGSY-I,215,22,210,21,5,1,979.791,379.03615,950.07,356.2101,14.4
Jharkhand,Lohardaga,PMGSY-II,4,0,4,0,0,0,28.9,14.44132,28.9,9.9162,0
Jharkhand,Pakur,PMGSY-III,13,2,12,1,1,1,130.15,90.4895,129.915,104.3387,0.235
Jharkhand,Palamu,RCPLWEA,14,10,8,7,6,3,110.547,141.3135,79.506,122.3278,29.938
Jharkhand,"Pashchimi Singhbhum",PMGSY-II,10,0,10,0,0,0,106.875,69.8047,104.115,56.704,0
Jharkhand,"Pashchimi Singhbhum",PMGSY-III,31,2,6,1,25,1,287.737,167.92703,146.286,145.6633,141.449
Jharkhand,"Purbi Singhbhum",PMGSY-I,668,5,668,5,0,0,1952.658,645.03775,1875.058,585.323,0
Jharkhand,Ranchi,PMGSY-II,10,0,10,0,0,0,113.575,70.3437,112.405,56.6188,0
Karnataka,"Bangalore U",PMGSY-II,10,0,10,0,0,0,54.67,18.7393,52.416,17.9575,0
Karnataka,Belgaum,PMGSY-II,18,0,18,0,0,0,123.41,58.9269,120.54,58.9131,0
Karnataka,Bidar,PMGSY-II,10,0,10,0,0,0,70.02,34.0262,69.48,33.7712,0
Karnataka,Bijapur,PMGSY-III,33,0,30,0,3,0,238.02,143.9942,224.605,141.1369,5.6
Karnataka,Chamarajanagar,PMGSY-I,68,0,68,0,0,0,315.695,57.0738,315.695,69.2926,0
Karnataka,Chickballapur,PMGSY-III,17,0,17,0,0,0,157.79,85.5812,155.083,86.9357,0
Karnataka,Davanagere,PMGSY-I,161,0,161,0,0,0,625.34,131.3145,622.735,160.5346,0
Karnataka,Davanagere,PMGSY-III,19,1,18,1,1,0,184.239,118.95733,179.899,115.9278,2.1
Karnataka,Gulbarga,PMGSY-III,38,4,36,3,2,1,260.944,185.16889,247.787,177.8648,1.775
Karnataka,Haveri,PMGSY-III,26,4,21,3,5,1,213.83,149.84251,192.549,117.9567,15.045
Karnataka,Mysore,PM-JANMAN,16,1,0,0,16,1,33.405,26.77325,0,0,33.405
Karnataka,Raichur,PMGSY-II,7,0,7,0,0,0,68.07,33.3638,66.22,31.0503,0
Karnataka,Ramnagar,PMGSY-III,22,0,20,0,2,0,106.65,59.5909,102.339,54.4617,3.158
Karnataka,Tumkur,PMGSY-I,178,0,178,0,0,0,964.53,179.6927,964.68,205.5554,0
Karnataka,Tumkur,PMGSY-II,16,0,16,0,0,0,128.77,59.5497,128.24,51.2594,0
Karnataka,Udupi,PMGSY-II,12,4,12,4,0,0,58.65,43.7056,57.99,42.1541,0
Karnataka,"Uttara Kannada",PMGSY-III,47,13,44,12,3,1,300.7,217.79293,286.738,229.8809,7.5
Karnataka,Yadgir,PMGSY-I,36,1,36,1,0,0,240.49,48.2724,240.49,52.9383,0
Kerala,Alappuzha,PMGSY-II,11,0,9,0,2,0,25.124,18.12222,20.102,11.6237,4.96
Kerala,Idukki,PMGSY-I,112,0,107,0,5,0,401.094,219.63918,382.744,235.2901,17.993
Kerala,Kannur,PMGSY-I,131,0,131,0,0,0,367.308,156.0058,365.138,194.083,0
Kerala,Malappuram,PMGSY-I,136,0,136,0,0,0,344.148,149.7968,338.265,162.9113,0
Kerala,Malappuram,PMGSY-II,12,0,12,0,0,0,46.897,31.51363,46.861,26.7286,0
Kerala,Pathanamthitta,PMGSY-II,10,0,10,0,0,0,28.112,21.7898,28.002,18.1261,0
Kerala,Pathanamthitta,PMGSY-III,11,0,2,0,9,0,45.753,34.4459,13.091,9.7491,32.66
Ladakh,Leh,PMGSY-I,40,0,39,0,1,0,499.73,317.1121,409.105,258.1729,8
"Madhya Pradesh",Anuppur,PMGSY-I,269,6,269,6,0,0,1093.975,308.0774,1065.674,294.2849,0
"Madhya Pradesh","Ashok Nagar",PMGSY-I,258,5,258,4,0,1,969.985,350.8048,922.727,327.4758,0
"Madhya Pradesh","Ashok Nagar",PMGSY-III,12,9,12,8,0,1,170.99,152.35591,170.034,122.3441,0
"Madhya Pradesh",Balaghat,PMGSY-III,30,8,29,5,1,3,382.282,251.85357,378.317,149.2739,0.23
"Madhya Pradesh",Bhind,PMGSY-I,425,1,425,1,0,0,1392.868,399.4797,1364.16,354.1227,0
"Madhya Pradesh",Chhindwara,PMGSY-III,30,43,22,21,8,22,435.541,384.76969,396.265,246.39,37.205
"Madhya Pradesh",Dewas,PMGSY-I,374,22,374,22,0,0,1422.735,539.7617,1362.9,514.5918,0
"Madhya Pradesh",Guna,PMGSY-III,18,12,17,9,1,3,253.305,219.01579,250.291,166.1862,0
"Madhya Pradesh",Gwalior,PMGSY-I,183,5,183,5,0,0,641.945,208.9239,615.651,179.8316,0
"Madhya Pradesh",Gwalior,PMGSY-II,11,2,11,2,0,0,82.775,61.2194,83.531,53.241,0
"Madhya Pradesh",Harda,PMGSY-II,3,1,3,1,0,0,59.86,38.31338,57.5,36.4251,0
"Madhya Pradesh",Jabalpur,PMGSY-II,12,1,12,1,0,0,88.569,55.16428,88.128,48.6699,0
"Madhya Pradesh",Jhabua,PMGSY-I,402,17,402,17,0,0,1606.875,496.37632,1562.114,469.6909,0
"Madhya Pradesh",Katni,PM-JANMAN,1,0,0,0,1,0,3.5,2.84269,0,0,3.5
"Madhya Pradesh",Khandwa,PMGSY-III,27,33,13,19,14,14,272.342,229.7278,200.546,107.0694,70.362
"Madhya Pradesh",Mandla,PMGSY-III,25,7,24,3,1,4,291.573,199.1078,289.694,115.5799,1.1
"Madhya Pradesh",Mandla,PM-JANMAN,63,0,7,0,56,0,133.445,87.37034,21.37,0,111.6
"Madhya Pradesh",Morena,PMGSY-I,480,0,480,0,0,0,1710.924,422.0238,1531.952,346.5039,0
"Madhya Pradesh",Panna,PMGSY-II,5,2,5,2,0,0,57.4,44.7128,55.681,40.1113,0
"Madhya Pradesh",Rajgarh,PMGSY-II,13,4,13,4,0,0,94.16,63.5722,90.954,53.9898,0
"Madhya Pradesh",Ratlam,PMGSY-I,406,20,406,20,0,0,1441.27,452.61312,1432.071,434.2625,0
"Madhya Pradesh",Rewa,PMGSY-I,456,17,456,16,0,1,1987.19,560.6431,1888.218,538.4916,0
"Madhya Pradesh",Satna,PMGSY-II,11,2,11,2,0,0,113.13,78.0208,111.202,73.351,0
"Madhya Pradesh",Seoni,PMGSY-I,803,13,803,13,0,0,2999.1,866.4368,2891.903,835.5404,0
"Madhya Pradesh",Singrauli,PM-JANMAN,40,0,0,0,40,0,96.11,68.61853,0,0,96.11
"Madhya Pradesh",Tikamgarh,PMGSY-I,388,6,388,6,0,0,1371.855,391.46,1374.578,333.6567,0
"Madhya Pradesh",Tikamgarh,PMGSY-II,10,0,10,0,0,0,87.67,51.12496,86.296,38.9168,0
"Madhya Pradesh",Umaria,PMGSY-III,12,6,10,3,2,3,116.02,98.3334,112.183,61.7936,2.06
"Madhya Pradesh",Vidisha,PMGSY-III,22,18,17,15,5,3,277.336,236.84604,270.447,181.2727,1.601
"Madhya Pradesh",Vidisha,PM-JANMAN,57,0,0,0,57,0,105.58,76.98807,0,0,105.58
Maharashtra,Ahmednagar,PMGSY-II,19,3,19,3,0,0,133.9,72.7943,126.53,68.16,0
Maharashtra,Akola,PMGSY-I,125,15,125,15,0,0,622.99,165.1223,607.89,162.5296,0
Maharashtra,Aurangabad,PMGSY-I,167,44,167,44,0,0,672.085,182.5027,659.03,174.4602,0
Maharashtra,Beed,PMGSY-III,35,3,9,0,26,3,224.36,198.08618,113.76,99.4161,108.95
Maharashtra,Buldhana,PMGSY-II,6,2,6,2,0,0,46.25,24.2478,46.25,22.1955,0
Maharashtra,Chandrapur,PMGSY-I,108,2,108,2,0,0,642.66,177.0111,639.25,158.5197,0
Maharashtra,Chandrapur,PMGSY-II,15,1,15,1,0,0,99.04,63.6278,98.053,53.3742,0
Maharashtra,Chandrapur,PMGSY-III,23,19,17,0,6,19,164.166,180.99309,137.408,94.318,25.068
Maharashtra,Gondia,PMGSY-III,31,2,31,0,0,2,186.55,148.23996,184.344,57.0226,0
Maharashtra,Hingoli,PMGSY-I,170,20,170,20,0,0,488.07,101.0282,486.37,98.4918,0
Maharashtra,Jalgaon,PMGSY-I,172,16,172,16,0,0,788.33,202.1156,783.744,200.2672,0
Maharashtra,Jalna,PMGSY-I,175,65,175,65,0,0,818.15,230.2545,810.626,232.4458,0
Maharashtra,Kolhapur,PMGSY-II,12,0,12,0,0,0,70.77,34.5714,69.68,34.0056,0
Maharashtra,Nanded,PMGSY-I,119,20,119,20,0,0,644.39,160.0989,612.78,166.7206,0
Maharashtra,Nanded,PMGSY-II,15,5,15,5,0,0,107.23,64.4296,107.03,53.6438,0
Maharashtra,Nanded,PMGSY-III,32,6,10,0,22,6,229.88,201.60696,104.799,91.8666,122.516
Maharashtra,Nandurbar,PMGSY-I,194,28,191,28,3,0,1192.22,579.4886,1161.49,711.2219,13.37
Maharashtra,Nashik,PM-JANMAN,3,0,0,0,3,0,3.46,3.3772,0,0,3.46
Maharashtra,Palghar,PMGSY-III,19,0,2,0,17,0,128.566,132.5439,58.116,38.1899,70.45
Maharashtra,Pune,PMGSY-II,19,0,19,0,0,0,128.54,71.0317,124.44,68.8709,0
Maharashtra,Raigad,PMGSY-III,24,0,5,0,19,0,122.355,102.66789,38.725,6.4043,83.43
Maharashtra,Raigad,PM-JANMAN,13,0,0,0,13,0,14.035,15.4717,0,0,14.035
Maharashtra,Ratnagiri,PMGSY-II,14,7,14,7,0,0,85.91,50.1249,85.61,47.7912,0
Maharashtra,Satara,PMGSY-III,56,0,6,0,50,0,304.79,232.9597,137.354,101.5014,166.241
Maharashtra,Sindhudurg,PMGSY-III,39,0,0,0,39,0,168.688,141.41354,5.45,13.4338,163.238
Maharashtra,Solapur,PMGSY-I,288,16,288,16,0,0,1243.14,288.6699,1236.577,315.087,0
Maharashtra,Solapur,PMGSY-II,14,3,14,3,0,0,125.65,77.4558,122.478,73.077,0
Maharashtra,Thane,PMGSY-III,17,0,5,0,12,0,87.81,57.7251,55.97,33.9035,31.44
Maharashtra,Washim,PMGSY-II,6,1,6,1,0,0,39.38,24.2801,39.38,21.3985,0
Manipur,Bishnupur,PMGSY-II,7,0,6,0,1,0,35.57,28.9618,35.37,22.3727,0.3
Manipur,Churachandpur,PMGSY-I,217,38,178,21,39,17,2304.885,1113.40415,1911.436,830.5138,393.62
Manipur,"Imphal West",PMGSY-I,206,11,206,9,0,2,396.56,160.95803,386.22,122.9102,0
Meghalaya,Jaintia,PMGSY-III,20,14,0,0,20,14,196.194,276.73053,41.85,4.9272,154.344
Meghalaya,"South Garo Hills",PMGSY-I,34,18,31,18,3,0,129.993,183.4722,122.796,177.1904,7.428
Meghalaya,"West Garo Hills",PMGSY-II,22,4,21,4,1,0,98.48,98.78554,98.53,93.2918,0
Mizoram,Lunglei,PMGSY-III,3,5,0,0,3,5,131.5,220.3596,65,0,66.5
Mizoram,Saiha,PMGSY-I,41,0,41,0,0,0,638.51,346.0749,635.73,332.3471,0
Mizoram,Serchhip,PMGSY-III,2,1,0,0,2,1,50.88,74.63782,0,0,50.88
Nagaland,Dimapur,PMGSY-III,3,0,0,0,3,0,23.18,18.2512,0,0,23.18
Nagaland,Kohima,PMGSY-III,4,0,0,0,4,0,67.34,54.4249,0,0,67.34
Nagaland,Mon,PMGSY-II,1,2,1,2,0,0,21,26.1345,21,25.8255,0
Nagaland,Tseminyu,PMGSY-II,1,0,1,0,0,0,19,17.4991,19,15.9156,0
Nagaland,Zunheboto,PMGSY-I,41,5,41,5,0,0,443.64,118.7847,444,118.6371,0
Odisha,Angul,PMGSY-I,310,16,310,16,0,0,1411.008,600.14673,1340.386,564.0837,0
Odisha,Balangir,PMGSY-II,20,4,20,4,0,0,168.095,63.79086,164.485,53.508,0
Odisha,Balasore,PMGSY-III,51,3,31,1,20,2,372.201,265.25514,277.142,191.7727,96.371
Odisha,Dhenkanal,PMGSY-II,15,1,15,1,0,0,93.4,41.04391,91.985,38.4755,0
Odisha,Gajapati,PMGSY-I,397,4,396,4,1,0,1718.05,755.39607,1663.909,877.6709,2.5
Odisha,Ganjam,PMGSY-I,738,15,736,15,2,0,2713.993,1167.33081,2609.111,1184.5334,5.316
Odisha,Jagatsinghpur,PMGSY-III,40,0,16,0,24,0,238.588,131.20089,200.782,88.4977,37.892
Odisha,Kalahandi,PMGSY-III,44,13,31,0,13,13,367.59,255.952,316.528,196.5343,47.147
Odisha,Kalahandi,PM-JANMAN,10,2,0,0,10,2,19.75,24.7942,0,0,19.75
Odisha,Keonjhar,PMGSY-II,27,2,27,2,0,0,152.16,66.5337,153.395,64.2132,0
Odisha,Koraput,PMGSY-III,66,2,63,2,3,0,449.21,264.73846,443.872,232.0668,1.72
Odisha,Mayurbhanj,PMGSY-III,117,14,104,14,13,0,780.786,515.18333,767.72,460.3733,2.739
Odisha,Nayagarh,PMGSY-I,351,11,350,11,1,0,1251.285,627.21815,1202.438,603.8598,2.9
Odisha,Nayagarh,PMGSY-III,41,4,21,1,20,3,253.776,163.30212,181.643,108.9616,69.612
Odisha,Rayagada,PMGSY-III,47,5,40,5,7,0,359.817,257.217,350.115,220.2493,11.176
Puducherry,Puducherry,PMGSY-II,21,0,20,0,1,0,51.195,24.39268,48.027,29.7364,2.296
Punjab,Amritsar,PMGSY-II,12,0,12,0,0,0,126.07,79.9336,126.07,64.0289,0
Punjab,Hoshiarpur,PMGSY-III,21,1,13,0,8,1,286.665,234.4038,167.445,109.0939,119.22
Punjab,Jalandhar,PMGSY-I,56,0,56,0,0,0,340.12,121.8067,340.12,105.1702,0
Punjab,Jalandhar,PMGSY-II,2,0,2,0,0,0,20.15,13.9106,20.15,11.7305,0
Punjab,Kapurthala,PMGSY-II,1,0,1,0,0,0,13.69,7.46961,13.69,6.2182,0
Punjab,Moga,PMGSY-III,20,2,13,1,7,1,212.37,166.57643,152.205,104.0664,58.74
Rajasthan,Anoopgarh,PMGSY-III,9,0,9,0,0,0,100.9,40.2191,100.9,28.2694,0
Rajasthan,Balotra,PMGSY-I,570,0,570,0,0,0,2733.445,468.9141,2680.217,410.6322,0
Rajasthan,Balotra,PMGSY-III,13,0,13,0,0,0,152.55,59.1128,148.05,41.0884,0
Rajasthan,Beawar,PMGSY-III,16,0,15,0,1,0,160.4,82.10855,160.4,48.2434,0
Rajasthan,Bharatpur,PMGSY-I,224,0,224,0,0,0,633.95,122.406,620.03,113.8762,0
Rajasthan,Bharatpur,PMGSY-II,7,0,7,0,0,0,69.2,39.93924,69.2,30.9691,0
Rajasthan,Bhilwara,PMGSY-III,19,0,19,0,0,0,157.123,91.16672,156.607,72,0
Rajasthan,Dausa,PMGSY-II,8,0,8,0,0,0,62.8,24.4409,62.8,17.53,0
Rajasthan,"Didwana Kuchaman",PMGSY-I,408,0,408,0,0,0,1425.96,246.0818,1350.96,212.9428,0
Rajasthan,"Didwana Kuchaman",PMGSY-II,10,0,10,0,0,0,106,46.3672,106,31.6625,0
Rajasthan,Dudu,PMGSY-I,93,0,93,0,0,0,410.965,93.2834,410.558,83.7212,0
Rajasthan,"Jaipur Gramin",PMGSY-I,574,0,574,0,0,0,1926.778,410.756,1867.2,366.3544,0
Rajasthan,Jalor,PMGSY-II,6,0,6,0,0,0,56,18.9001,56,14.8006,0
Rajasthan,Jalor,PMGSY-III,8,0,8,0,0,0,82.64,43.3494,79.15,25.9123,0
Rajasthan,Jhalawar,PMGSY-III,13,0,13,0,0,0,104.398,48.5854,103.98,42.0249,0
Rajasthan,Karauli,PMGSY-I,209,0,209,0,0,0,707.265,144.9245,630.365,120.6446,0
Rajasthan,Karauli,PMGSY-II,6,0,6,0,0,0,40.75,13.1662,40.75,9.5125,0
Rajasthan,"Kotputli Behror",PMGSY-II,8,0,8,0,0,0,69.61,32.9576,69.74,27.586,0
Rajasthan,Phalodi,PMGSY-I,382,0,382,0,0,0,2164.96,348.9677,2108.81,312.4522,0
Rajasthan,Pratapgarh,PMGSY-I,452,0,452,0,0,0,1436.095,326.7776,1393.137,281.9479,0
Rajasthan,Pratapgarh,PMGSY-II,8,0,8,0,0,0,70,31.2462,70,18.5287,0
Rajasthan,Rajsamand,PMGSY-III,23,0,20,0,3,0,245.15,182.49343,243.55,125.2539,1.6
Rajasthan,Sawaimadhopur,PMGSY-I,169,0,169,0,0,0,705.82,163.8178,662.69,144.0792,0
Rajasthan,Tonk,PMGSY-III,32,0,28,0,4,0,239.343,139.19612,241.1,106.3032,-0.005
Sikkim,East,PMGSY-III,3,3,0,0,3,3,21.05,38.2148,0,1.791,21.05
Sikkim,North,PMGSY-II,2,0,2,0,0,0,5,3.9899,5,3.7181,0
Sikkim,Soreng,PMGSY-II,3,0,1,0,2,0,18,15.584,12.2,9.0794,5.6
Sikkim,South,PMGSY-III,11,1,0,0,11,1,82.3,77.76617,13.54,6.9736,68.76
Sikkim,"West Sikkim",PMGSY-I,114,17,104,12,10,5,739.951,379.2239,701.971,346.0147,26.775
"Tamil Nadu",Coimbatore,PMGSY-III,27,0,25,0,2,0,97.925,51.44381,93.71,48.4712,4.02
"Tamil Nadu",Cuddalore,PMGSY-II,27,0,27,0,0,0,87.289,37.9344,87.289,38.6719,0
"Tamil Nadu",Dindigul,PMGSY-I,274,0,274,0,0,0,604.428,151.42387,594.451,131.858,0
"Tamil Nadu",Kallakurichi,PMGSY-III,42,4,21,0,21,4,158.214,112.13844,116.99,69.6829,41.246
"Tamil Nadu",Kanniyakumari,PMGSY-III,16,0,7,0,9,0,60.46,37.26415,19.695,15.3738,40.775
"Tamil Nadu",Karur,PMGSY-III,74,0,51,0,23,0,268.516,138.02792,231.716,103.6473,26.85
"Tamil Nadu",Mayiladuthurai,PMGSY-II,27,1,27,1,0,0,74.724,63.01125,74.724,69.2189,0
"Tamil Nadu",Mayiladuthurai,PMGSY-III,59,10,47,0,12,10,236.544,234.7002,195.448,199.3587,40.98
"Tamil Nadu",Nagapattinam,PMGSY-II,21,1,21,1,0,0,74.171,66.87174,74.171,72.8485,0
"Tamil Nadu",Ramanathapuram,PMGSY-I,361,2,361,2,0,0,822.018,260.6557,819.181,240.7931,0
"Tamil Nadu",Ramanathapuram,PMGSY-II,63,0,63,0,0,0,230.991,121.27181,230.991,129.9861,0
"Tamil Nadu",Ranipet,PMGSY-III,7,0,7,0,0,0,18.032,9.47379,18.03,9.2599,0
"Tamil Nadu",Salem,PMGSY-I,304,5,304,5,0,0,630.305,184.66714,619.565,196.6479,0
"Tamil Nadu",Salem,PMGSY-III,97,0,52,0,45,0,396.459,244.90621,215.22,128.0452,181.015
"Tamil Nadu",Tenkasi,PMGSY-II,3,0,3,0,0,0,9.532,4.1148,9.532,3.9285,0
"Tamil Nadu","The Nilgiris",PMGSY-II,15,0,15,0,0,0,58.54,66.72564,57.723,69.0087,0
"Tamil Nadu",Tirupathur,PMGSY-III,29,0,16,0,13,0,104.84,62.34779,70.43,33.4499,34.41
"Tamil Nadu",Tiruvannamalai,PMGSY-II,27,0,27,0,0,0,97.4,33.20386,97.4,31.5563,0
"Tamil Nadu",Tuticorin,PMGSY-I,226,6,226,6,0,0,487.771,117.82051,485.401,91.7046,0
"Tamil Nadu",Tuticorin,PMGSY-II,14,0,14,0,0,0,56.3,20.98946,55.93,22.3365,0
"Tamil Nadu",Tuticorin,PMGSY-III,36,2,23,1,13,1,164.34,101.52025,103.54,59.1579,60.79
"Tamil Nadu",Villupuram,PMGSY-II,46,0,46,0,0,0,143.063,56.50137,142.868,59.5999,0
"Tamil Nadu",Virudhunagar,PMGSY-III,22,2,16,0,6,2,71.445,63.20738,51.685,23.4859,19.76
Telangana,Adilabad,PMGSY-I,186,28,180,28,6,0,654.472,193.42658,578.392,48.196,30.75
Telangana,Adilabad,PMGSY-II,2,2,2,2,0,0,18.99,19.2077,16.041,17.5167,0
Telangana,Adilabad,PMGSY-III,7,7,5,4,2,3,60.545,62.04833,44.62,46.6377,15.05
Telangana,"Bhadradri Kothagudem",RCPLWEA,30,38,5,15,25,23,239.41,331.14342,103.89,120.383,134.77
Telangana,Jangoan,PMGSY-II,3,1,3,1,0,0,16.675,9.695,16.69,8.4956,0
Telangana,"Jayashankar Bhoopalapally",PMGSY-III,3,0,0,0,3,0,26.067,19.118,2.6,13.5329,23.467
Telangana,"Jogulamba Gadwal",PMGSY-I,25,1,25,1,0,0,151.925,31.8538,146.475,60.6567,0
Telangana,"Jogulamba Gadwal",PMGSY-II,2,0,2,0,0,0,22.86,9.1898,21.366,7.2018,0
Telangana,Karimnagar,PMGSY-I,65,7,65,7,0,0,170.461,30.67287,170.612,49.1757,0
Telangana,"Komrambheem Asifabad",PMGSY-I,157,45,144,41,13,4,779.469,280.28829,696.027,345.2748,64.023
Telangana,Mahabubabad,PMGSY-I,177,6,174,6,3,0,418.395,163.28082,402.179,204.4024,10.56
Telangana,Mahabubabad,RCPLWEA,1,0,0,0,1,0,38.4,37.0495,17.642,15.103,20.758
Telangana,Mahabubabad,PMGSY-III,15,12,3,0,12,12,103.632,96.02237,37.184,69.2187,66.275
Telangana,Medak,PMGSY-III,9,0,4,0,5,0,64.266,34.61625,44.721,24.3563,17.888
Telangana,Mulugu,PMGSY-II,2,0,2,0,0,0,12.6,9.5286,12.57,8.3201,0
Telangana,Nalgonda,PMGSY-I,128,11,128,11,0,0,618.22,139.1826,609.341,83.8783,0
